Farm_ID,Sector,Species,State,Farm_Age_Years,Farm_Area_Acres,Water_Temperature_C,Water_pH,Dissolved_Oxygen_mg_L,Ammonia_mg_L,Stocking_Density_Animals_Per_Acre,Feed_Quantity_kg_Per_Day,Feed_Quality_Score,Rainfall_mm,Humidity_Percent,Body_Condition_Score,Disease_Type,Disease_Onset,Mortality_Rate_Percent,Feed_Conversion_Ratio,Daily_Feed_Cost,Productivity_Score,Water_Quality_Score,Disease_Risk_Score,Disease_Risk_Level
F0863,Livestock,Cattle,Andhra Pradesh,3,23.0,,,,,9.8,9.9,62.8,113.8,77.6,3.3,No Disease,0,1.8,1.95,16.69,100.0,,65.7,High
F0864,Livestock,Poultry,West Bengal,3,15.8,,,,,12.4,41.6,65.9,70.6,79.2,3.0,No Disease,0,0.1,1.95,65.22,100.0,,64.6,Medium
F0865,Livestock,Buffalo,Tamil Nadu,4,18.6,,,,,71.0,9.6,60.3,88.9,59.6,3.3,No Disease,0,1.8,1.93,15.55,100.0,,77.4,High
F0866,Aquaculture,Pangasius,Karnataka,5,7.2,31.8,8.18,6.68,0.14,139.8,235.1,57.8,34.6,57.9,4.2,No Disease,0,1.7,1.38,291.1,100.0,80.2,97.2,High
F0867,Aquaculture,Pangasius,Andhra Pradesh,3,2.0,28.5,7.71,3.55,0.25,136.4,225.1,82.2,62.5,75.8,3.9,White Spot Disease,1,20.4,1.65,286.18,75.4,92.4,96.5,High
F0868,Livestock,Goat,Tamil Nadu,1,3.0,,,,,63.0,10.7,74.1,31.8,80.1,2.2,Foot and Mouth Disease,1,6.1,2.74,10.88,100.0,,89.7,High
F0869,Aquaculture,Tilapia,West Bengal,5,22.2,31.5,7.66,5.21,0.32,46.2,30.9,94.0,157.2,74.7,2.4,No Disease,0,4.6,1.31,39.64,100.0,84.3,41.3,Medium
F0870,Livestock,Goat,West Bengal,5,7.6,,,,,42.7,20.2,62.8,135.0,55.8,3.7,No Disease,0,1.5,1.86,32.28,100.0,,67.9,High
F0871,Aquaculture,Tilapia,Tamil Nadu,6,7.3,29.8,7.96,4.08,0.17,77.1,70.9,63.4,23.5,95.2,2.4,White Spot Disease,1,9.0,1.83,118.34,97.8,90.9,100.0,High
F0872,Livestock,Poultry,Telangana,3,4.2,,,,,51.4,37.9,56.6,52.3,66.9,3.3,No Disease,0,1.5,1.98,51.0,100.0,,76.2,High
F0873,Livestock,Poultry,Telangana,6,17.3,,,,,7.4,23.5,62.4,45.4,91.5,3.0,Respiratory Infection,1,5.2,2.29,32.49,100.0,,96.6,High
F0874,Aquaculture,Catla,Karnataka,7,7.4,27.4,7.69,4.31,0.17,172.4,39.4,64.1,14.5,97.2,4.3,No Disease,0,1.1,1.34,53.36,100.0,96.3,100.0,High
F0875,Livestock,Buffalo,Andhra Pradesh,6,9.5,,,,,33.6,43.7,93.0,0.9,94.5,3.2,No Disease,0,2.8,1.97,49.13,100.0,,55.0,Medium
F0876,Aquaculture,Shrimp,Karnataka,1,24.0,23.5,8.11,5.92,0.15,113.1,139.7,58.2,92.2,90.4,4.4,Bacterial Infection,1,14.3,1.83,223.66,90.2,78.3,100.0,High
F0877,Livestock,Sheep,Andhra Pradesh,1,24.7,,,,,40.4,3.7,96.9,40.0,70.1,2.0,No Disease,0,0.4,1.6,6.26,100.0,,33.3,Low
F0878,Livestock,Cattle,Telangana,7,2.6,,,,,51.7,4.2,90.3,19.1,66.4,3.3,No Disease,0,0.5,2.11,4.95,100.0,,42.6,Medium
F0879,Aquaculture,Catla,Andhra Pradesh,2,19.2,28.8,8.61,6.4,0.19,121.8,109.8,59.7,161.2,56.5,4.2,No Disease,0,4.3,1.52,176.35,100.0,87.1,90.8,High
F0880,Aquaculture,Shrimp,Tamil Nadu,6,11.0,30.7,7.56,6.27,0.2,175.2,120.2,79.1,113.2,95.2,2.6,No Disease,0,3.3,1.5,153.99,100.0,86.3,100.0,High
F0881,Aquaculture,Pangasius,Karnataka,3,24.5,28.2,7.43,4.38,0.16,178.7,194.1,91.0,103.0,92.5,3.6,No Disease,0,4.5,1.6,255.12,100.0,94.8,91.7,High
F0882,Livestock,Poultry,Tamil Nadu,3,10.6,,,,,26.6,10.8,77.7,107.0,75.1,2.1,No Disease,0,2.6,1.94,16.68,100.0,,53.0,Medium
F0883,Aquaculture,Rohu,Tamil Nadu,1,22.8,27.5,8.05,4.19,0.16,156.2,176.3,65.2,67.9,76.8,3.3,No Disease,0,1.8,1.61,281.57,100.0,95.0,99.3,High
F0884,Livestock,Poultry,Telangana,6,17.7,,,,,38.9,8.5,84.5,55.1,52.9,2.9,No Disease,0,1.2,1.99,9.29,100.0,,45.2,Medium
F0885,Livestock,Goat,Karnataka,7,15.6,,,,,71.6,58.6,79.0,101.8,60.8,3.4,No Disease,0,0.7,1.84,80.83,100.0,,58.9,Medium
F0886,Aquaculture,Tilapia,Andhra Pradesh,4,21.5,31.0,7.66,5.51,0.25,101.5,169.4,57.2,117.6,91.6,4.4,No Disease,0,0.0,1.84,245.81,100.0,86.3,100.0,High
F0887,Aquaculture,Catla,Tamil Nadu,3,19.7,28.9,8.16,4.6,0.2,93.5,211.7,70.0,6.2,66.8,4.5,No Disease,0,2.3,1.72,236.88,100.0,92.1,73.4,High
F0888,Livestock,Buffalo,Karnataka,4,13.1,,,,,22.0,58.6,97.8,13.6,94.6,2.6,No Disease,0,0.0,1.98,71.97,100.0,,47.4,Medium
F0889,Livestock,Cattle,Karnataka,4,3.6,,,,,65.3,51.9,70.5,58.5,72.4,1.9,No Disease,1,3.6,2.69,77.86,100.0,,87.7,High
F0890,Aquaculture,Tilapia,Karnataka,6,1.3,30.2,7.96,5.38,0.19,149.9,245.8,71.1,30.6,91.7,2.8,No Disease,0,4.3,1.33,316.88,100.0,89.3,100.0,High
F0891,Aquaculture,Pangasius,West Bengal,3,22.2,26.8,8.65,3.96,0.31,149.5,239.8,79.9,122.8,69.5,3.0,No Disease,0,3.8,1.55,272.73,100.0,84.6,77.5,High
F0892,Aquaculture,Pangasius,Andhra Pradesh,4,6.7,30.0,7.91,6.19,0.45,122.1,165.6,89.6,176.3,89.2,3.8,No Disease,0,3.3,1.59,196.22,100.0,89.4,76.3,High
F0893,Aquaculture,Rohu,Tamil Nadu,1,13.1,31.1,8.39,6.34,0.14,94.3,20.0,62.0,158.9,64.6,2.3,No Disease,0,2.6,1.51,33.54,100.0,80.5,81.6,High
F0894,Aquaculture,Pangasius,Tamil Nadu,1,14.4,27.4,7.75,4.88,0.25,173.1,203.2,63.3,51.8,97.3,2.9,No Disease,0,2.6,1.58,206.92,100.0,97.0,100.0,High
F0895,Livestock,Sheep,Andhra Pradesh,7,9.6,,,,,74.6,39.5,96.7,62.0,63.5,3.3,Parasitic Infection,1,9.0,2.66,49.04,100.0,,62.0,Medium
F0896,Livestock,Sheep,Karnataka,1,1.8,,,,,18.3,2.8,73.0,119.8,71.8,4.2,No Disease,0,0.0,1.84,2.99,100.0,,53.0,Medium
F0897,Livestock,Cattle,Andhra Pradesh,3,12.6,,,,,33.1,3.0,71.8,117.8,58.5,3.0,No Disease,0,0.0,1.56,3.19,100.0,,56.5,Medium
F0898,Livestock,Poultry,Telangana,7,21.3,,,,,22.8,26.9,60.3,82.2,52.1,3.2,No Disease,0,2.8,1.65,38.01,100.0,,65.4,High
F0899,Aquaculture,Shrimp,Telangana,3,10.0,27.5,8.21,6.73,0.16,41.4,97.8,68.0,156.3,77.8,2.9,No Disease,0,1.3,1.34,120.77,100.0,93.1,68.6,High
F0900,Aquaculture,Tilapia,Andhra Pradesh,5,18.2,29.1,7.76,6.68,0.37,88.3,174.1,66.1,44.1,85.7,3.3,No Disease,0,0.2,1.83,257.24,100.0,95.1,88.5,High
F0901,Aquaculture,Shrimp,Tamil Nadu,6,10.2,33.6,7.23,5.91,0.26,141.6,232.8,64.5,55.8,58.0,3.2,No Disease,0,0.2,1.42,297.26,100.0,70.8,90.9,High
F0902,Livestock,Sheep,West Bengal,4,13.6,,,,,58.9,11.1,94.6,115.9,59.4,2.1,No Disease,0,0.0,1.73,17.75,100.0,,40.1,Medium
F0903,Livestock,Sheep,Karnataka,5,1.0,,,,,35.0,6.8,88.0,30.4,45.9,4.1,No Disease,0,1.3,2.15,10.25,100.0,,40.8,Medium
F0904,Aquaculture,Tilapia,Telangana,7,18.1,28.7,7.84,5.52,0.25,82.3,27.1,62.1,71.1,68.6,2.2,No Disease,0,1.4,1.33,46.32,100.0,96.7,78.5,High
F0905,Aquaculture,Catla,Andhra Pradesh,2,3.9,26.2,7.77,5.3,0.41,169.4,151.6,58.0,99.5,79.8,2.5,No Disease,0,0.0,1.58,222.15,100.0,92.2,100.0,High
F0906,Livestock,Poultry,Telangana,1,14.9,,,,,29.0,17.9,72.5,173.2,72.7,3.3,No Disease,0,1.8,1.81,28.03,100.0,,56.9,Medium
F0907,Livestock,Sheep,Telangana,1,13.6,,,,,78.0,29.4,71.9,71.1,67.5,2.5,No Disease,0,2.7,2.02,40.25,100.0,,67.6,High
F0908,Aquaculture,Shrimp,Tamil Nadu,6,24.9,29.0,7.42,5.42,0.31,50.4,112.7,55.1,92.0,63.3,4.2,White Spot Disease,1,4.6,1.77,179.24,100.0,91.4,97.5,High
F0909,Aquaculture,Tilapia,Andhra Pradesh,5,10.1,26.7,7.58,6.28,0.15,63.1,140.6,66.6,149.3,55.3,2.6,No Disease,0,0.0,1.22,236.49,100.0,92.2,69.2,High
F0910,Livestock,Poultry,Andhra Pradesh,1,6.1,,,,,78.7,39.9,77.4,109.4,65.3,4.5,No Disease,0,1.0,1.64,45.9,100.0,,62.3,Medium
F0911,Aquaculture,Catla,Karnataka,3,12.6,28.3,7.09,5.56,0.08,72.5,31.0,79.6,60.5,62.8,2.8,No Disease,1,15.7,1.86,41.49,89.3,90.3,78.5,High
F0912,Aquaculture,Shrimp,Karnataka,5,12.4,32.4,7.77,3.55,0.33,60.4,159.4,76.0,17.3,72.0,3.3,No Disease,0,3.6,1.36,242.09,100.0,77.5,60.7,Medium
F0913,Aquaculture,Shrimp,Tamil Nadu,7,19.1,29.1,7.8,5.05,0.33,59.7,94.9,56.3,3.7,72.0,4.4,No Disease,0,1.8,1.45,111.26,100.0,95.6,80.2,High
F0914,Livestock,Buffalo,Karnataka,3,20.5,,,,,67.7,37.9,87.2,94.1,77.8,2.9,No Disease,0,3.0,2.22,58.73,100.0,,56.0,Medium
F0915,Livestock,Buffalo,Andhra Pradesh,2,14.8,,,,,30.6,3.7,72.0,167.5,78.2,2.0,Foot and Mouth Disease,1,8.4,2.02,5.11,98.4,,82.2,High
F0916,Livestock,Sheep,Karnataka,2,15.5,,,,,63.7,12.2,88.7,119.5,81.2,3.1,No Disease,1,11.2,2.58,12.85,97.1,,76.2,High
F0917,Livestock,Poultry,Telangana,5,23.1,,,,,59.8,48.5,82.9,58.3,94.1,3.0,Respiratory Infection,1,9.0,2.57,60.61,100.0,,91.3,High
F0918,Livestock,Poultry,Telangana,2,13.4,,,,,66.1,3.9,57.1,142.1,73.3,3.4,No Disease,0,4.6,2.01,6.17,100.0,,82.1,High
F0919,Livestock,Goat,West Bengal,7,6.8,,,,,19.8,7.4,58.2,150.4,68.2,1.8,No Disease,0,0.8,1.66,11.26,100.0,,66.8,High
F0920,Livestock,Buffalo,Andhra Pradesh,5,14.5,,,,,72.5,32.1,76.8,11.2,93.9,2.3,No Disease,0,1.6,1.63,37.51,100.0,,80.4,High
F0921,Aquaculture,Tilapia,Karnataka,7,17.4,29.6,7.34,5.0,0.15,174.9,112.1,70.6,126.6,62.7,2.9,No Disease,0,2.3,1.23,189.0,100.0,88.1,93.1,High
F0922,Aquaculture,Pangasius,Tamil Nadu,3,14.2,25.8,7.74,3.64,0.37,80.2,37.7,68.3,91.2,80.1,2.2,No Disease,0,3.9,1.48,48.02,100.0,86.9,79.8,High
F0923,Aquaculture,Rohu,Karnataka,2,3.6,31.2,7.83,5.32,0.61,130.7,113.5,77.8,91.3,85.5,3.0,Parasitic Infection,1,11.4,1.82,152.43,97.1,81.6,100.0,High
F0924,Aquaculture,Catla,Andhra Pradesh,6,23.8,27.3,8.05,5.41,0.29,162.0,69.2,80.6,16.8,63.7,2.8,No Disease,0,0.9,1.41,111.77,100.0,94.2,79.9,High
F0925,Aquaculture,Shrimp,Tamil Nadu,2,13.5,28.1,7.83,4.76,0.1,83.7,81.8,73.6,68.2,82.2,4.0,No Disease,0,3.8,1.67,140.77,100.0,99.2,77.1,High
F0926,Aquaculture,Catla,Andhra Pradesh,4,15.9,27.0,7.99,6.79,0.14,171.4,247.2,87.8,103.3,87.5,2.7,No Disease,0,3.7,1.34,415.6,100.0,93.7,89.1,High
F0927,Aquaculture,Tilapia,Telangana,3,2.7,29.4,7.71,4.78,0.37,62.0,123.3,70.3,122.8,96.6,2.9,No Disease,1,12.0,1.83,142.99,94.0,93.3,100.0,High
F0928,Livestock,Poultry,Telangana,3,8.6,,,,,76.8,49.7,83.4,29.3,83.9,3.8,No Disease,0,1.3,1.98,77.37,100.0,,66.9,High
F0929,Livestock,Sheep,Andhra Pradesh,3,15.8,,,,,60.7,29.7,71.1,66.4,55.3,3.0,No Disease,0,2.1,1.98,32.5,100.0,,64.1,Medium
F0930,Aquaculture,Shrimp,Telangana,7,8.4,28.3,8.0,5.58,0.29,140.0,140.6,66.7,153.8,75.7,3.6,Bacterial Infection,1,13.2,2.1,191.05,91.6,96.4,100.0,High
F0931,Aquaculture,Catla,Karnataka,2,6.1,24.1,7.9,5.02,0.63,81.3,204.4,85.0,168.7,62.1,3.6,No Disease,1,11.3,1.67,333.76,97.6,77.4,75.3,High
F0932,Livestock,Poultry,Telangana,7,9.1,,,,,5.6,19.2,67.1,160.2,96.3,2.0,No Disease,0,1.3,1.81,23.46,100.0,,75.3,High
F0933,Aquaculture,Tilapia,Telangana,7,8.7,28.7,7.64,5.92,0.3,102.9,225.6,92.2,78.9,71.4,4.3,No Disease,0,2.7,1.68,246.51,100.0,95.3,54.6,Medium
F0934,Aquaculture,Catla,Karnataka,3,19.8,29.4,7.99,6.78,0.13,146.0,63.7,69.3,19.6,80.9,4.0,No Disease,0,3.9,1.48,79.13,100.0,92.1,95.9,High
F0935,Livestock,Cattle,Andhra Pradesh,4,16.5,,,,,67.5,8.1,61.1,175.9,76.2,3.2,No Disease,0,1.6,1.8,11.34,100.0,,80.7,High
F0936,Aquaculture,Catla,Karnataka,5,9.5,28.0,7.55,5.14,0.16,170.6,185.5,58.3,40.4,84.0,4.2,No Disease,1,17.4,2.19,327.64,77.6,97.0,100.0,High
F0937,Livestock,Sheep,Andhra Pradesh,4,7.2,,,,,8.4,49.7,91.0,130.8,63.7,4.0,No Disease,0,2.9,2.19,73.24,100.0,,31.1,Low
F0938,Aquaculture,Catla,Tamil Nadu,3,1.8,27.8,8.08,5.48,0.09,152.2,129.2,82.7,90.0,82.1,2.3,White Spot Disease,1,5.6,1.65,192.78,100.0,95.8,100.0,High
F0939,Livestock,Buffalo,West Bengal,5,5.1,,,,,67.2,45.3,82.1,76.9,92.8,3.6,No Disease,0,1.9,1.55,54.04,100.0,,72.9,High
F0940,Livestock,Cattle,Karnataka,6,2.2,,,,,17.6,47.7,85.3,58.0,62.5,3.3,No Disease,0,0.3,1.87,79.06,100.0,,39.1,Medium
F0941,Livestock,Buffalo,Tamil Nadu,7,8.4,,,,,65.1,43.8,85.1,172.5,76.6,3.5,No Disease,0,0.9,1.67,48.32,100.0,,56.5,Medium
F0942,Aquaculture,Rohu,Tamil Nadu,5,7.5,31.3,8.05,6.18,0.19,126.1,180.3,67.7,98.8,82.3,3.5,No Disease,0,2.0,1.46,320.49,100.0,83.8,93.7,High
F0943,Livestock,Goat,Karnataka,3,8.3,,,,,37.5,57.9,71.8,72.1,80.3,4.0,No Disease,0,0.1,1.98,85.47,100.0,,65.8,High
F0944,Aquaculture,Shrimp,Tamil Nadu,6,13.6,26.7,7.54,4.3,0.52,104.0,54.2,72.4,18.6,77.9,2.2,No Disease,0,1.1,1.74,70.74,100.0,88.7,79.9,High
F0945,Aquaculture,Pangasius,Telangana,6,14.5,32.2,7.69,5.71,0.36,60.1,163.1,58.5,125.0,71.4,2.3,No Disease,0,1.6,1.44,233.21,100.0,81.9,77.6,High
F0946,Aquaculture,Tilapia,Telangana,3,15.5,31.4,7.96,4.31,0.26,121.6,160.7,86.3,137.0,88.1,3.7,No Disease,0,2.1,1.3,200.88,100.0,84.5,78.6,High
F0947,Aquaculture,Rohu,Karnataka,4,16.7,27.8,8.76,4.91,0.31,103.1,42.2,69.4,91.2,86.5,2.5,No Disease,0,1.5,1.02,70.43,100.0,87.7,89.6,High
F0948,Livestock,Buffalo,Tamil Nadu,4,18.9,,,,,72.4,12.3,67.6,99.2,61.9,2.9,No Disease,0,0.2,1.82,15.82,100.0,,70.5,High
F0949,Livestock,Poultry,Telangana,2,6.8,,,,,58.6,45.5,73.7,19.8,59.1,2.5,No Disease,0,1.8,2.0,55.0,100.0,,61.0,Medium
F0950,Aquaculture,Catla,Andhra Pradesh,6,15.0,33.1,8.37,5.37,0.28,124.2,193.2,73.6,98.5,57.7,2.2,No Disease,0,2.7,1.36,193.38,100.0,72.8,77.4,High
F0951,Aquaculture,Catla,Telangana,4,15.6,25.4,8.69,6.67,0.87,121.9,53.8,85.0,26.1,55.6,3.6,Parasitic Infection,1,9.0,2.18,68.96,100.0,67.2,85.5,High
F0952,Livestock,Poultry,Andhra Pradesh,4,11.5,,,,,72.9,13.6,97.6,1.3,59.0,2.3,No Disease,0,0.8,2.2,17.83,100.0,,40.6,Medium
F0953,Aquaculture,Rohu,Telangana,1,20.1,25.9,7.95,5.92,0.41,131.8,55.7,66.5,70.8,67.0,2.6,No Disease,0,0.0,1.51,96.61,100.0,89.5,86.4,High
F0954,Livestock,Sheep,West Bengal,6,9.1,,,,,8.4,11.4,56.3,131.9,58.2,2.8,No Disease,1,2.3,2.76,12.34,100.0,,85.8,High
F0955,Aquaculture,Catla,Andhra Pradesh,2,11.5,30.4,8.21,5.21,0.11,89.0,197.5,81.8,85.7,88.5,2.6,No Disease,0,2.4,1.52,261.97,100.0,85.5,75.2,High
F0956,Aquaculture,Catla,West Bengal,6,16.5,29.9,8.16,3.99,0.43,108.6,45.4,75.3,43.9,70.0,2.4,White Spot Disease,1,10.3,1.95,59.81,96.4,87.2,91.8,High
F0957,Livestock,Buffalo,Karnataka,6,10.7,,,,,18.4,19.1,97.0,66.8,46.2,2.2,No Disease,0,1.1,2.02,20.19,100.0,,27.6,Low
F0958,Aquaculture,Rohu,Telangana,1,23.7,33.1,7.72,5.12,0.51,107.4,93.3,88.6,123.5,74.4,3.0,White Spot Disease,1,0.0,1.96,152.72,100.0,75.9,81.8,High
F0959,Livestock,Poultry,West Bengal,3,9.2,,,,,9.9,24.5,61.3,41.4,77.8,2.0,No Disease,0,2.8,1.85,30.08,100.0,,67.4,High
F0960,Aquaculture,Catla,Telangana,7,12.5,30.0,7.65,4.38,0.32,122.8,225.2,85.1,26.8,92.3,2.8,No Disease,0,2.2,1.14,311.66,100.0,90.2,83.4,High
F0961,Aquaculture,Pangasius,West Bengal,3,23.4,26.0,7.34,6.79,0.42,110.8,179.7,62.4,153.5,61.0,3.0,Bacterial Infection,1,12.0,1.83,285.99,97.1,86.0,100.0,High
F0962,Aquaculture,Tilapia,Karnataka,1,12.8,31.9,7.38,5.07,0.2,137.3,202.2,63.2,131.7,96.1,4.3,No Disease,0,3.0,1.22,306.26,100.0,79.4,100.0,High
F0963,Livestock,Cattle,Telangana,7,11.8,,,,,76.4,19.1,65.6,108.3,51.9,3.4,No Disease,0,0.3,1.64,28.14,100.0,,73.5,High
F0964,Aquaculture,Pangasius,Tamil Nadu,4,2.3,26.1,7.16,5.67,0.16,174.4,167.4,81.5,99.6,58.8,3.8,No Disease,0,2.3,1.49,271.98,100.0,84.7,82.1,High
F0965,Aquaculture,Shrimp,West Bengal,2,4.8,27.7,7.31,5.21,0.66,91.6,44.3,86.5,57.8,66.4,3.6,No Disease,0,0.0,1.6,72.47,100.0,86.4,56.4,Medium
F0966,Aquaculture,Shrimp,Andhra Pradesh,1,9.9,25.8,8.09,4.51,0.46,132.1,48.6,76.8,3.4,71.8,2.2,No Disease,0,1.1,1.44,62.66,100.0,86.2,77.7,High
F0967,Aquaculture,Shrimp,West Bengal,6,15.6,30.9,7.99,4.45,0.17,125.2,208.1,65.7,167.8,94.9,2.5,Parasitic Infection,1,10.2,1.82,282.17,96.4,86.1,100.0,High
F0968,Livestock,Cattle,Karnataka,1,2.9,,,,,53.0,28.4,74.7,2.9,54.2,3.1,Respiratory Infection,1,4.2,2.38,47.45,100.0,,78.6,High
F0969,Livestock,Sheep,Telangana,3,22.8,,,,,5.9,5.6,89.6,50.8,83.3,2.2,No Disease,0,1.3,1.82,5.77,100.0,,42.5,Medium
F0970,Aquaculture,Shrimp,Telangana,1,19.6,28.0,7.26,6.67,1.27,119.7,24.3,85.6,128.2,60.0,3.4,No Disease,0,2.3,1.32,29.76,100.0,71.8,64.3,Medium
F0971,Livestock,Poultry,Tamil Nadu,1,16.4,,,,,31.3,53.3,96.1,171.0,82.0,3.2,No Disease,0,1.8,2.33,90.56,100.0,,41.3,Medium
F0972,Aquaculture,Catla,Karnataka,3,19.6,24.9,7.83,5.8,0.23,87.9,55.1,80.0,108.4,63.3,2.5,No Disease,0,1.8,1.67,74.27,100.0,87.2,62.0,Medium
F0973,Aquaculture,Rohu,Andhra Pradesh,6,9.2,26.9,7.67,5.53,0.2,101.0,50.3,69.6,92.6,91.6,3.6,White Spot Disease,1,6.7,1.77,80.7,100.0,94.0,100.0,High
F0974,Aquaculture,Catla,Karnataka,5,14.8,26.7,8.76,3.96,0.14,97.5,25.3,83.7,152.1,70.2,2.1,No Disease,0,1.5,1.29,40.25,100.0,82.9,60.8,Medium
F0975,Livestock,Poultry,Tamil Nadu,5,18.0,,,,,29.8,44.0,81.3,21.6,53.7,3.5,No Disease,0,1.0,1.77,44.62,100.0,,46.2,Medium
F0976,Livestock,Cattle,Tamil Nadu,5,20.8,,,,,37.9,37.7,64.9,100.0,87.8,2.5,No Disease,0,0.3,2.33,63.94,100.0,,78.8,High
F0977,Livestock,Sheep,Telangana,7,5.2,,,,,13.4,38.6,65.4,50.0,92.6,3.1,No Disease,0,3.7,1.75,47.21,100.0,,76.0,High
F0978,Livestock,Buffalo,Andhra Pradesh,1,16.1,,,,,24.9,15.1,96.2,82.6,56.0,3.7,No Disease,0,2.2,1.63,16.4,100.0,,30.0,Low
F0979,Livestock,Sheep,Tamil Nadu,4,1.2,,,,,66.2,17.5,77.1,119.2,74.2,2.5,No Disease,1,6.1,2.56,22.11,100.0,,82.8,High
F0980,Livestock,Buffalo,Andhra Pradesh,7,24.8,,,,,74.0,27.0,63.8,100.0,56.6,2.4,No Disease,0,3.1,2.34,43.6,100.0,,74.7,High
F0981,Livestock,Buffalo,West Bengal,3,10.8,,,,,74.2,15.7,78.2,28.6,71.3,2.0,No Disease,0,2.2,2.09,22.03,100.0,,61.4,Medium
F0982,Livestock,Sheep,Andhra Pradesh,3,4.9,,,,,8.4,57.5,96.0,50.3,83.8,3.4,No Disease,0,0.0,1.84,90.0,100.0,,37.1,Medium
F0983,Livestock,Sheep,Karnataka,7,10.2,,,,,28.8,32.5,88.6,138.4,63.8,3.7,No Disease,0,0.8,2.08,52.34,100.0,,38.6,Medium
F0984,Aquaculture,Catla,Karnataka,3,3.8,30.0,7.68,5.18,0.2,170.4,110.8,73.4,104.1,74.9,2.4,Bacterial Infection,1,7.5,1.58,182.49,99.3,90.6,100.0,High
F0985,Livestock,Cattle,Tamil Nadu,1,17.2,,,,,68.9,46.9,66.3,58.4,61.4,3.5,No Disease,0,1.1,2.29,64.22,100.0,,70.9,High
F0986,Livestock,Sheep,Karnataka,5,13.8,,,,,77.3,53.0,82.7,66.9,77.8,3.4,No Disease,0,0.0,2.45,62.78,100.0,,62.9,Medium
F0987,Livestock,Buffalo,Karnataka,4,20.1,,,,,53.8,35.1,85.3,57.6,94.0,2.1,No Disease,0,0.6,1.82,36.32,100.0,,67.4,High
F0988,Livestock,Cattle,Telangana,2,4.6,,,,,24.6,57.3,59.8,54.9,46.9,2.2,No Disease,0,2.0,1.78,87.44,100.0,,66.4,High
F0989,Livestock,Poultry,Andhra Pradesh,5,18.4,,,,,19.0,44.8,75.6,81.7,90.1,3.7,Foot and Mouth Disease,1,11.7,2.54,64.3,99.0,,85.2,High
F0990,Livestock,Buffalo,Tamil Nadu,6,13.1,,,,,49.6,31.6,55.2,99.9,94.4,2.7,No Disease,0,1.2,1.74,42.54,100.0,,96.7,High
F0991,Livestock,Poultry,Tamil Nadu,7,22.3,,,,,60.9,14.1,92.7,94.6,92.1,2.7,Respiratory Infection,1,9.3,2.2,23.55,100.0,,80.2,High
F0992,Livestock,Poultry,Telangana,1,20.1,,,,,62.9,50.9,85.6,91.4,78.2,3.7,No Disease,0,3.4,1.92,77.16,100.0,,56.7,Medium
F0993,Livestock,Sheep,Karnataka,5,22.3,,,,,76.7,59.6,94.4,15.3,62.7,4.4,No Disease,0,0.5,1.99,94.62,100.0,,44.8,Medium
F0994,Livestock,Poultry,Andhra Pradesh,5,17.8,,,,,46.8,41.7,60.9,44.1,55.2,2.4,No Disease,0,0.9,2.29,64.09,100.0,,70.8,High
F0995,Livestock,Sheep,Karnataka,7,11.8,,,,,70.2,52.4,57.7,152.3,77.2,2.8,No Disease,0,3.5,1.91,85.84,100.0,,85.6,High
F0996,Aquaculture,Rohu,Telangana,7,13.9,31.0,7.46,6.44,0.2,177.3,109.2,91.3,177.9,97.3,3.1,No Disease,0,1.9,1.09,126.72,100.0,83.9,94.9,High
F0997,Aquaculture,Pangasius,Andhra Pradesh,6,15.0,31.7,7.08,4.87,0.17,98.5,56.7,76.8,15.3,57.0,3.3,No Disease,0,3.2,1.42,89.55,100.0,76.6,67.8,High
F0998,Livestock,Poultry,West Bengal,7,2.0,,,,,62.2,37.3,70.7,32.7,81.4,4.5,No Disease,0,0.0,1.63,50.48,100.0,,74.0,High
F0999,Livestock,Sheep,West Bengal,5,11.4,,,,,75.7,59.1,59.1,60.3,51.1,4.1,No Disease,0,0.5,2.29,64.79,100.0,,79.8,High
F1000,Aquaculture,Pangasius,Karnataka,6,3.0,32.3,7.53,5.88,0.46,142.4,206.7,88.7,122.8,73.9,4.5,No Disease,0,3.5,1.25,359.61,100.0,78.1,70.0,High
F1001,Livestock,Sheep,Tamil Nadu,4,4.9,,,,,73.6,18.0,71.2,118.8,62.5,4.2,Mastitis,1,4.7,2.37,18.83,100.0,,87.2,High
F1002,Aquaculture,Pangasius,Karnataka,3,14.2,31.6,7.24,4.47,0.16,120.5,148.9,88.1,136.4,83.8,3.1,No Disease,0,1.8,1.4,217.02,100.0,78.9,73.1,High
F1003,Aquaculture,Pangasius,Tamil Nadu,3,17.3,28.3,7.05,6.27,0.35,71.9,58.4,55.8,41.1,56.0,2.9,Bacterial Infection,1,6.5,1.76,77.08,100.0,89.8,100.0,High
F1004,Aquaculture,Pangasius,West Bengal,6,23.2,29.7,8.14,4.53,0.18,122.6,190.4,68.7,18.8,85.8,2.7,White Spot Disease,1,13.8,1.5,244.99,89.7,89.1,100.0,High
F1005,Aquaculture,Tilapia,West Bengal,1,11.2,26.2,7.94,4.19,0.27,69.6,59.6,57.9,120.8,74.9,4.1,White Spot Disease,1,14.7,1.66,74.18,85.9,91.1,100.0,High
F1006,Aquaculture,Pangasius,Telangana,7,23.8,24.1,7.72,4.16,0.27,173.0,217.8,61.7,31.0,77.0,3.9,White Spot Disease,1,18.5,1.88,260.38,73.6,83.4,100.0,High
